company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap,revenue_bin,employees_bin,Cluster,PCA1,PCA2
Valero Energy,30,23.0,-0.2247123121494677,-0.1962522439196817,-0.170603913050476,4,San Antonio,40,0,0,0,1,53.0,Joseph W. Gorder,www.valero.com,VLO,44376.0,High,Small,0,0.3036863614600391,-0.0987304150174978
Dell Technologies,31,-3.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,17,Round Rock,40,0,1,0,1,28.0,Michael S. Dell,www.delltechnologies.com,DELL,32568.0,High,Large,2,0.7423910177114694,0.006457016135913138
Target,32,-2.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,16,Minneapolis,22,0,0,0,1,30.0,Brian C. Cornell,www.target.com,TGT,71112.0,High,Large,2,0.7423910177114694,0.006457016135913138
Fannie Mae,33,-8.0,-0.2247123121494677,-0.1936651557266274,-0.17076463083699506,6,Washington,6,0,0,0,1,25.0,David C. Benson,www.fanniemae.com,FNMA,3961.0,High,Small,0,0.4832219861529192,-0.3808188369320885
United Parcel Service,34,1.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,19,Atlanta,9,0,0,1,1,35.0,Carol B. Tomé,www.ups.com,UPS,162355.0,High,Large,2,0.7423910177114694,0.006457016135913138
Lowe's,35,-4.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,16,Mooresville,25,0,0,0,1,31.0,Marvin R. Ellison,www.lowes.com,LOW,120655.0,High,Large,2,0.7423910177114694,0.006457016135913138
Bank of America,36,-7.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,6,Charlotte,25,0,0,0,1,29.0,Brian T. Moynihan,www.bankofamerica.com,BAC,268697.0,High,Large,2,0.7423910177114694,0.006457016135913138
Johnson & Johnson,37,-1.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,9,New Brunswick,29,0,0,0,1,36.0,Joaquin Duato,www.jnj.com,JNJ,451785.0,High,Large,2,0.7423910177114694,0.006457016135913138
Archer Daniels Midland,38,13.0,-0.2247123121494677,-0.1944278014106362,-0.16858658392892342,8,Chicago,13,0,0,0,1,51.0,Juan R. Luciano,www.adm.com,ADM,41545.0,High,Medium,2,0.5805433281217375,-0.07314910843854448
FedEx,39,6.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,19,Memphis,39,0,1,0,1,45.0,Rajesh Subramaniam,www.fedex.com,FDX,58577.0,High,Large,2,0.7423910177114694,0.006457016135913138
Humana,40,1.0,-0.2247123121494677,-0.19419807958824936,-0.16708931456666024,9,Louisville,16,0,0,0,1,41.0,Bruce D. Broussard,www.humana.com,HUM,62653.0,High,Large,2,0.7030732440431019,0.06107691412244717
Wells Fargo,41,-4.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,6,San Francisco,3,0,0,0,1,37.0,Charles W. Scharf,www.wellsfargo.com,WFC,162606.0,High,Large,2,0.7423910177114694,0.006457016135913138
State Farm Insurance,42,-3.0,-0.2247123121494677,-0.1958923805827373,-0.16767689718967022,6,Bloomington,13,0,0,0,1,39.0,Michael L. Tipsord,www.statefarm.com,Unknown,11641.6,High,Large,2,0.5366379600833092,0.17281268810977865
Pfizer,43,34.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,9,New York,31,0,0,0,1,77.0,Albert Bourla,www.pfizer.com,PFE,288232.0,High,Large,2,0.7423910177114694,0.006457016135913138
Citigroup,44,-11.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,6,New York,31,0,0,1,1,33.0,Jane Fraser,www.citigroup.com,C,100976.0,High,Large,2,0.7423910177114694,0.006457016135913138
PepsiCo,45,-1.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,8,Purchase,31,0,0,0,1,44.0,Ramon L. Laguarta,www.pepsico.com,PEP,234697.0,High,Large,2,0.7423910177114694,0.006457016135913138
Intel,46,-6.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,17,Santa Clara,3,0,0,0,1,40.0,Patrick P. Gelsinger,www.intel.com,INTC,164460.0,High,Large,2,0.7423910177114694,0.006457016135913138
Procter & Gamble,47,-4.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,11,Cincinnati,32,0,0,0,1,43.0,Jon R. Moeller,www.pg.com,PG,345595.0,High,Large,2,0.7423910177114694,0.006457016135913138
General Electric,48,-10.0,-0.2247123121494677,-0.19900988005498124,-0.16708931456666024,12,Boston,18,0,0,0,0,38.0,H. Lawrence Culp Jr.,www.ge.com,GE,73458.0,High,Large,2,0.34807078438121897,0.5542431420795693
IBM,49,-7.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,17,Armonk,31,0,0,0,1,42.0,Arvind Krishna,https://www.ibm.com,IBM,107307.0,High,Large,2,0.7423910177114694,0.006457016135913138
MetLife,50,-4.0,-0.2247123121494677,-0.1936651557266274,-0.16838461702664637,6,New York,31,0,0,0,1,46.0,Michel A. Khalaf,www.metlife.com,MET,49443.0,High,Large,2,0.6510513180944271,-0.13003174517727525
Prudential Financial,51,4.0,-0.2247123121494677,-0.1936651557266274,-0.16852394143060048,6,Newark,29,0,0,0,1,55.0,Charles F. Lowrey,www.prudential.com,PRU,35689.0,High,Medium,2,0.641226702145941,-0.1447126524586525
Albertsons,52,0.0,-0.2247123121494677,-0.196334082318907,-0.16708931456666024,7,Boise,12,0,0,0,1,52.0,Vivek Sankaran,www.albertsonscompanies.com,ACI,14087.0,High,Large,2,0.5454843688454187,0.2799979639181811
Walt Disney,53,-3.0,-0.2247123121494677,-0.19516003971949428,-0.16708931456666024,14,Burbank,3,0,0,0,1,50.0,Robert A. Chapek,www.thewaltdisneycompany.com,DIS,181438.0,High,Large,2,0.6321022603022594,0.1596691671992661
Energy Transfer,54,27.0,-0.2247123121494677,-0.1936651557266274,-0.17041979625177656,4,Dallas,40,0,0,0,1,81.0,Thomas E. Long/Marshall S. McCrea III,www.energytransfer.com,ET,32182.0,High,Small,0,0.5075383820561299,-0.34448288695255685
Lockheed Martin,55,-6.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,0,Bethesda,19,0,0,0,1,49.0,James D. Taiclet Jr.,www.lockheedmartin.com,LMT,103510.0,High,Large,2,0.7423910177114694,0.006457016135913138
Freddie Mac,56,-9.0,-0.2247123121494677,-0.1936651557266274,-0.17077124941472607,6,McLean,42,0,0,0,1,47.0,Michael J. DeVito,www.freddiemac.com,FMCC,2055.0,High,Small,0,0.48275526975229544,-0.3815162504737662
Goldman Sachs Group,57,2.0,-0.2247123121494677,-0.1936651557266274,-0.16832444813818248,6,New York,31,0,0,0,1,59.0,David M. Solomon,www.goldmansachs.com,GS,113877.0,High,Large,2,0.6552941944637348,-0.12369162207111423
Raytheon Technologies,58,-1.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,0,Waltham,18,0,0,0,1,57.0,Gregory J. Hayes,www.rtx.com,RTX,139531.0,High,Large,2,0.7423910177114694,0.006457016135913138
HP,59,-3.0,-0.2247123121494677,-0.1936651557266274,-0.16784978246252305,17,Palo Alto,3,0,0,0,1,56.0,Enrique J. Lores,www.hp.com,HPQ,33951.0,High,Large,2,0.6887657747104962,-0.07367509534473296
Boeing,60,-6.0,-0.2247123121494677,-0.19900988005498124,-0.16708931456666024,0,Chicago,13,0,0,0,0,54.0,David L. Calhoun,www.boeing.com,BA,92372.0,High,Large,2,0.34807078438121897,0.5542431420795693
Morgan Stanley,61,0.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,6,New York,31,0,0,0,1,61.0,James P. Gorman,www.morganstanley.com,MS,142829.0,High,Large,2,0.7423910177114694,0.006457016135913138
HCA Healthcare,62,0.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,9,Nashville,39,0,0,0,1,62.0,Samuel N. Hazen,www.hcahealthcare.com,HCA,52649.0,High,Large,2,0.7423910177114694,0.006457016135913138
AbbVie,63,5.0,-0.2247123121494677,-0.1936651557266274,-0.16791663678303848,9,North Chicago,13,0,0,0,1,68.0,Richard A. Gonzalez,www.abbvie.com,ABBV,264607.0,High,Large,2,0.6840514676334875,-0.08071967657380073
Dow,64,18.0,-0.2247123121494677,-0.1936651557266274,-0.16887265356640888,3,Midland,21,0,0,0,1,82.0,James R. Fitterling,www.dow.com,DOW,38189.0,High,Medium,2,0.6166368764322638,-0.18145718814947012
Tesla,65,35.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,15,Austin,40,0,1,0,1,100.0,Elon Musk,www.tesla.com,TSLA,763395.0,High,Large,2,0.7423910177114694,0.006457016135913138
Allstate,66,4.0,-0.2247123121494677,-0.195566155084071,-0.1676157923407191,6,Northbrook,13,0,0,0,1,70.0,Thomas J. Wilson,www.allstate.com,ALL,33721.0,High,Large,2,0.5650149283593304,0.14581625869671155
American International Group,67,5.0,-0.2247123121494677,-0.1936651557266274,-0.16881248467794502,6,New York,31,0,0,0,1,72.0,Peter S. Zaffino,www.aig.com,AIG,40988.0,High,Medium,2,0.6208797528015717,-0.1751170650433091
Best Buy,68,-2.0,-0.2247123121494677,-0.19468931509237122,-0.16708931456666024,16,Richfield,22,0,0,1,1,66.0,Corie S. Barry,www.investors.bestbuy.com,BBY,17106.0,High,Large,2,0.666831131876936,0.11142413077894642
Charter Communications,69,-5.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,18,Stamford,5,0,0,0,1,64.0,Thomas M. Rutledge,www.charter.com,CHTR,89514.0,High,Large,2,0.7423910177114694,0.006457016135913138
Sysco,70,-10.0,-0.2247123121494677,-0.19666840961398785,-0.16740118997186465,20,Houston,40,0,0,0,1,60.0,Kevin P. Hourican,www.sysco.com,SYY,44508.0,High,Large,2,0.49882630468989975,0.2814005303343059
Merck,71,-6.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,9,Kenilworth,29,0,0,0,1,65.0,Robert Davis,https://www.merck.com,MRK,218166.0,High,Large,2,0.7423910177114694,0.006457016135913138
New York Life Insurance,72,-5.0,-0.2247123121494677,-0.19692182149930834,-0.17030039443533604,6,New York,31,0,0,0,1,67.0,Craig DeSanto,www.newyorklife.com,Unknown,11641.6,High,Small,0,0.275689576480494,0.0018776575725500087
Caterpillar,73,5.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,12,Deerfield,13,0,0,0,1,78.0,D. James Umpleby III,www.caterpillar.com,CAT,95735.0,High,Large,2,0.7423910177114694,0.006457016135913138
Cisco Systems,74,-11.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,17,San Jose,3,0,0,0,1,63.0,Charles H. Robbins,www.cisco.com,CSCO,182327.0,High,Large,2,0.7423910177114694,0.006457016135913138
TJX,75,22.0,-0.2247123121494677,-0.19383934434953992,-0.16708931456666024,16,Framingham,18,0,0,0,1,97.0,Ernie L. Herrman,www.tjx.com,TJX,73403.0,High,Large,2,0.7295398219882476,0.02430978179166761
Publix Super Markets,76,-7.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,7,Lakeland,8,0,0,0,1,69.0,Randall T. Jones Sr.,www.publix.com,Unknown,11641.6,High,Large,2,0.7423910177114694,0.006457016135913138
ConocoPhillips,77,79.0,-0.2247123121494677,-0.1936651557266274,-0.1705974950357065,4,Houston,40,0,0,0,1,156.0,Ryan M. Lance,www.conocophillips.com,COP,114444.0,High,Small,0,0.4950077538454409,-0.36320738385941903
Liberty Mutual Insurance Group,78,-7.0,-0.2247123121494677,-0.1940596311685073,-0.16825090838561554,6,Boston,18,0,0,0,1,71.0,David H. Long,www.libertymutual.com,Unknown,11641.6,High,Large,2,0.6313765325726286,-0.07551240132681727
Progressive,79,-5.0,-0.2247123121494677,-0.19376950481335892,-0.1679783433208742,6,Mayfield Village,32,0,0,1,1,74.0,Susan Patricia Griffith,www.progressive.com,PGR,65485.0,High,Large,2,0.6720015506922074,-0.07652698309666704
Nationwide,80,-4.0,-0.2247123121494677,-0.19554749018600207,-0.16964589063749014,6,Columbus,32,0,0,0,1,76.0,Kirt A. Walker,www.nationwide.com,Unknown,11641.6,High,Medium,0,0.42323732859714114,-0.07001247892008428
Tyson Foods,81,-8.0,-0.2247123121494677,-0.19408116758935606,-0.16708931456666024,8,Springdale,1,0,0,0,1,73.0,Donnie D. King,www.tysonfoods.com,TSN,30189.0,High,Large,2,0.7116987154145902,0.04909448677622401
Bristol-Myers Squibb,82,-7.0,-0.2247123121494677,-0.1936651557266274,-0.16910664368821282,9,New York,31,0,0,0,1,75.0,Giovanni Caforio,www.bms.com,BMY,155720.0,High,Medium,2,0.6001368016627336,-0.20611322245120736
Nike,83,2.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,1,Beaverton,34,0,0,0,1,85.0,John J. Donahoe II,www.nike.com,NKE,171840.0,High,Large,2,0.7423910177114694,0.006457016135913138
Deere,84,4.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,12,Moline,13,0,0,0,1,88.0,John C. May,www.deere.com,DE,95233.0,High,Large,2,0.7423910177114694,0.006457016135913138
American Express,85,-2.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,6,New York,31,0,0,0,1,83.0,Stephen J. Squeri,www.americanexpress.com,AXP,111287.0,High,Large,2,0.7423910177114694,0.006457016135913138
Abbott Laboratories,86,3.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,9,Abbott Park,13,0,0,0,1,89.0,Robert B. Ford,www.abbott.com,ABT,192481.0,High,Large,2,0.7423910177114694,0.006457016135913138
StoneX Group,87,-29.0,-0.2247123121494677,-0.1970867289503789,-0.17104261110169813,6,New York,31,0,0,0,1,58.0,Sean M. O&#039;Connor,www.stonex.com,SNEX,1699.0,High,Small,0,0.21118488495597104,-0.05942975413367735
Plains GP Holdings,88,39.0,-0.2247123121494677,-0.19714446706913058,-0.17098525009469592,4,Houston,40,0,0,0,1,127.0,Wilfred C.W. Chiang,www.plains.com,PAGP,2131.0,High,Small,0,0.21096998816300244,-0.04746786607429184
Enterprise Products Partners,89,16.0,-0.2247123121494677,-0.1936651557266274,-0.17079732259972707,4,Houston,40,0,0,0,1,105.0,A. James Teague/W. Randall Fowler,www.enterpriseproducts.com,EPD,55122.0,High,Small,0,0.480916689992262,-0.38426363715310263
TIAA,90,-11.0,-0.2247123121494677,-0.1936651557266274,-0.17025219247024442,6,New York,31,0,0,1,1,79.0,Thasunda Brown Duckett,www.tiaa.org,Unknown,11641.6,High,Small,0,0.5193571498981905,-0.3268221218112839
Oracle,91,-11.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,17,Austin,40,0,0,1,1,80.0,Safra A. Catz,www.oracle.com,ORCL,192514.0,High,Large,2,0.7423910177114694,0.006457016135913138
Thermo Fisher Scientific,92,3.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,17,Waltham,18,0,0,0,1,95.0,Marc Casper,https://www.thermofisher.com,TMO,202645.0,High,Large,2,0.7423910177114694,0.006457016135913138
Coca-Cola,93,0.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,8,Atlanta,9,0,0,0,1,93.0,James R. Quincey,www.coca-colacompany.com,KO,271069.0,High,Large,2,0.7423910177114694,0.006457016135913138
General Dynamics,94,-10.0,-0.2247123121494677,-0.1938658033808684,-0.16708931456666024,0,Reston,42,0,0,1,1,84.0,Phebe N. Novakovic,www.gd.com,GD,59618.0,High,Large,2,0.7275877416252265,0.0270215942963392
CHS,95,8.0,-0.2247123121494677,-0.19663784840725962,-0.17059475400856539,8,Inver Grove Heights,22,0,0,0,1,103.0,Jay D. Debertin,www.chsinc.com,Unknown,11641.6,High,Small,0,0.27588329840959264,-0.058244318948940756
USAA,96,-9.0,-0.2247123121494677,-0.19382170499532092,-0.16876334675236618,6,San Antonio,40,0,0,0,1,87.0,Wayne Peacock,www.usaa.com,Unknown,11641.6,High,Medium,2,0.612794959688632,-0.15389440718730416
Northwestern Mutual,97,-7.0,-0.2247123121494677,-0.1962032229236545,-0.1707522627876997,6,Milwaukee,45,0,0,0,1,90.0,John E. Schlifske,www.northwesternmutual.com,Unknown,11641.6,High,Small,0,0.29684195906981603,-0.11938655152926823
Nucor,98,51.0,-0.2247123121494677,-0.1936651557266274,-0.16933394837796523,13,Charlotte,25,0,0,0,1,149.0,Leon J. Topalian,www.nucor.com,NUE,31183.0,High,Medium,0,0.5841081576009042,-0.23006479863003784
Exelon,99,-7.0,-0.2247123121494677,-0.19545642189212728,-0.16915223833480433,4,Chicago,13,0,0,0,1,92.0,Christopher M. Crane,www.exeloncorp.com,EXC,42832.0,High,Medium,2,0.464766560279985,-0.027328971373284737
Massachusetts Mutual Life Insurance,100,23.0,-0.2247123121494677,-0.19687854354884082,-0.17058733317898817,6,Springfield,18,0,0,0,1,123.0,Roger W. Crandall,www.massmutual.com,Unknown,11641.6,High,Small,0,0.2586487081540151,-0.03279328536094769
Northrop Grumman,101,-15.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,0,Falls Church,42,0,0,1,1,86.0,Kathy J. Warden,www.northropgrumman.com,NOC,71099.0,High,Large,2,0.7423910177114694,0.006457016135913138
3M,102,-6.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,3,St. Paul,22,0,0,0,1,96.0,Michael F. Roman,www.3m.com,MMM,75190.0,High,Large,2,0.7423910177114694,0.006457016135913138
Travelers,103,-5.0,-0.2247123121494677,-0.1936651557266274,-0.16922083086765313,6,New York,31,0,0,0,1,98.0,Alan D. Schnitzer,www.travelers.com,TRV,37998.0,High,Medium,2,0.5920847651752028,-0.21814536719045513
Arrow Electronics,104,-2.0,-0.2247123121494677,-0.19606949200562218,-0.16987546837414005,20,Centennial,4,0,0,0,1,102.0,Sean J. Kerins,www.arrow.com,ARW,7851.0,High,Small,0,0.36853642504129386,-0.040703083849934596
Honeywell International,105,-11.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,12,Charlotte,25,0,0,0,1,94.0,Darius E. Adamczyk,www.honeywell.com,HON,120646.0,High,Large,2,0.7423910177114694,0.006457016135913138
Dollar General,106,-15.0,-0.2247123121494677,-0.194745514895348,-0.16708931456666024,16,Goodlettsville,39,0,0,0,1,91.0,Jeffery C. Owen,www.dollargeneral.com,DG,55694.0,High,Large,2,0.6626848526562557,0.11718410462607828
Qualcomm,107,17.0,-0.2247123121494677,-0.1936651557266274,-0.16825090838561554,17,San Diego,3,0,0,0,1,124.0,Cristiano Amon,https://www.qualcomm.com,QCOM,126877.0,High,Large,2,0.6604799322484443,-0.11594258271913968
Capital One Financial,108,-9.0,-0.2247123121494677,-0.1936651557266274,-0.16786535951920314,6,McLean,42,0,1,0,1,99.0,Richard D. Fairbank,www.capitalone.com,COF,44423.0,High,Large,2,0.6876673411615531,-0.07531648277110575
TD Synnex,109,8.0,-0.2247123121494677,-0.1968008073250153,-0.16945428615489297,20,Fremont,3,0,0,0,1,117.0,Richard T. Hume,www.tdsynnex.com,SNX,9174.0,High,Medium,0,0.3442819663369016,0.07863101421417283
Philip Morris International,110,-9.0,-0.2247123121494677,-0.1936651557266274,-0.16708931456666024,8,New York,31,0,0,0,1,101.0,Jacek Olczak,www.pmi.com,PM,141727.0,High,Large,2,0.7423910177114694,0.006457016135913138
World Fuel Services,111,36.0,-0.2247123121494677,-0.1971304171183864,-0.17096425783805408,4,Miami,8,0,0,0,1,147.0,Michael J. Kasbar,www.wfscorp.com,INT,1427.0,High,Small,0,0.21348685039035323,-0.046695861030147556
Performance Food Group,112,2.0,-0.22498788495105723,-0.19716426006543444,-0.1697293916838139,20,Richmond,42,0,0,0,1,114.0,George L. Holm,www.pfgc.com,PFGC,7818.0,High,Medium,0,0.28234026556065056,0.08796172716317766
Delta Air Lines,113,65.0,-0.22514290313120394,-0.19691884742214352,-0.16708931456666024,19,Atlanta,9,0,0,0,1,178.0,Edward H. Bastian,www.delta.com,DAL,20903.0,High,Large,2,0.47776685834577515,0.341600734894752
American Airlines Group,114,60.0,-0.22514817480366342,-0.19900988005498124,-0.16708931456666024,19,Fort Worth,40,0,0,0,0,174.0,Robert D. Isom,www.aa.com,AAL,9847.0,High,Large,2,0.3231948941807933,0.5559331953825679
Netflix,115,0.0,-0.22520529492525376,-0.1936651557266274,-0.17050389898698495,14,Los Gatos,3,0,1,0,1,115.0,Ted Sarandos/Reed Hastings,www.netflix.com,NFLX,89579.0,High,Small,0,0.4734718898355124,-0.3514334341066314
Paramount Global,116,-7.0,-0.22524213461279413,-0.1936651557266274,-0.16958030654906453,14,New York,31,0,0,0,1,109.0,Robert M. Bakish,www.paramount.com,PARA,16383.0,High,Medium,0,0.536497498990288,-0.2539696988884259
